source,job_id,title,company_name,location_raw,remote_status,job_type,description,tags_raw,publication_date,job_url,salary_min_raw,salary_max_raw,salary_text_raw,scrape_date
RemoteJobs.org,f6760e0c-e282-4e81-ae83-bf4d528746eb,Manager DashMart Supply Chain Strategy & Analytics,DoorDash USA,"New York, NY; San Francisco, CA; Los Angeles, CA; Chicago, IL; Seattle, WA; Tempe, AZ; Washington D.C.",Remote,Full-time,"About the Team Our New Verticals Strategy & Operations team is re-inventing the way consumers think about grocery, convenience, alcohol and retail delivery through both our first-party and third-party operations businesses. DashMarts are our first-party offering designed to provide on-demand deliveries through a new type of convenience. Inside DashMarts we sell household essentials, groceries, brand-name favorites, local favorites and so much more! We have sites all over the country and are growing our geographic footprint, services we offer and scaling our existing sites today! About the Role In this role, you would lead the supply chain optimization flywheel for our DashMart business. This role would own the team responsible for inbound forecast, outbound forecast, and order frequency management, and would be accountable for ensuring these workstreams operate as one coordinated system. The mandate is to improve how demand is forecasted, how that demand translates into ordering and de","{'name': 'Data Science', 'slug': 'data-science'}",2026-04-15T08:00:25+00:00,https://remotejobs.org/remote-jobs/manager-dashmart-supply-chain-strategy-analytics-doordash-usa,,,,2026-05-10
RemoteJobs.org,86487359-bc48-437b-8e1b-d6b46a4c124d,Junior Data Analyst (AI & Data Platform),Everbridge,Remote,Remote,Full-time,"We are seeking a Junior Data Analyst to join our growing Data team, supporting both traditional analytics and emerging AI-driven initiatives. This role is ideal for an early-career professional who is passionate about working with data and eager to build foundational experience in modern data architectures and AI-enabling frameworks, including data mesh and knowledge graph concepts. You will help transform raw data into actionable insights, contribute to scalable data models, and support use cases that power analytics, automation, and AI solutions across the organization. What you'll do: Data Analysis & Insights: - Analyze datasets to identify trends, patterns, and actionable insights - Support business stakeholders with ad hoc analysis and reporting - Translate business questions into structured data queries Dashboarding & Reporting: - Build and maintain dashboards using tools such as Tableau, Power BI, or similar - Ensure clarity, usability, and accuracy of visualizations Data Prepar","{'name': 'Data Science', 'slug': 'data-science'}",2026-04-09T00:48:29+00:00,https://remotejobs.org/remote-jobs/junior-data-analyst-ai-data-platform-everbridge,,,,2026-05-10
RemoteJobs.org,af01a184-a910-4d51-bb04-377af896e560,Staff Analytics Engineer,Boulevard,Remote,Remote,Full-time,"Who is Boulevard? Boulevard provides the first and only client experience platform for appointment-based, self-care businesses. We empower our customers to give their clients more of the magical moments that matter most. Before launching in 2016, our founders spent months interviewing salon managers and working behind front desks to understand their pain points so we could design a modern, user-friendly platform that meets the unique needs of their business. Our roots may be in hair salons, but we are built for the broader self-care industry, including many types of salons, spas, medspa, barbershops, and more. Our technology not only helps our customers survive but thrive. Take a look at how we (and YOU) can make that happen. We have an insatiable curiosity and embrace experimentation. We believe that simple solutions require the most sophistication, and we design each and every detail to maximize potential, power, and impact. Do our values match? Read through our story and what we val","{'name': 'Data Science', 'slug': 'data-science'}",2026-04-09T00:42:41+00:00,https://remotejobs.org/remote-jobs/staff-analytics-engineer-boulevard,183000,225000,"USD 183,000 - 225,000",2026-05-10
RemoteJobs.org,ed1ed04a-56e4-4d0e-873e-c3fc4b1c0fa5,Senior Client Data &amp; Analytics Lead,Kraken,Remote,Remote,Full-time,"Help us use technology to make a big green dent in the universe! Kraken powers some of the most innovative global developments in energy. We’re a technology company focused on creating a smart, sustainable energy system. From optimising renewable generation, creating a more intelligent grid and enabling utilities to provide excellent customer experiences, our operating system for energy is transforming the industry around the world in a way that benefits everyone. It’s a really exciting time in energy. Help us make a real impact on shaping a better, more sustainable future. Kraken Customer What we do: build the most AI-driven, innovative, forward-thinking platform for energy management. From optimizing resources to delivering cost-effective, exceptional customer experiences through advanced Customer Information Systems (CIS), billing, meter data management, CRM, and AI-driven communications, Kraken is powering the next wave of innovation in the energy industry. Why we do it: future ene","{'name': 'Data Science', 'slug': 'data-science'}",2026-04-09T00:01:04+00:00,https://remotejobs.org/remote-jobs/senior-client-data-amp-analytics-lead-kraken,,,,2026-05-10
RemoteJobs.org,78dbb6d3-f496-4330-8684-821ed2884824,Product Manager Data Management &amp; Platform,HHAeXchange,United States,Remote,Full-time,"HHAeXchange is the leading technology platform for home and community-based care. Founded in 2008, HHAeXchange was born out of an idea to create a fully comprehensive end-to-end homecare solution to help people who are aging or have disabilities thrive in their homes and communities. Our employees are passionate about transforming the healthcare space by building the only homecare ecosystem that fully connects patients, personal care providers, managed care organizations, and states. HHAeXchange is seeking a Product Manager, Data Management & Platform to help define, govern, and scale how data is used across our healthcare platform. This role sits at the intersection of Product, Engineering, and Clinical/Financial operations, ensuring that the data powering RCM, EHR, Payroll, Payments, and the Universal Patient Record is accurate, connected, and trusted — and that it serves as a reliable foundation for AI-driven innovation. This is an individual contributor role for a healthcare produc","{'name': 'Data Science', 'slug': 'data-science'}",2026-04-07T00:01:19+00:00,https://remotejobs.org/remote-jobs/product-manager-data-management-amp-platform-hhaexchange,,,,2026-05-10
RemoteJobs.org,32392c40-f00e-441b-8bbe-869c20979419,(Junior-) Data and Business Intelligence Analyst (f/m/x),IONITY GmbH,Remote,Remote,Full-time,"your mission As our Data & Business Intelligence Analyst, you’ll be at the heart of turning data into strategy. Within the Market & Business Intelligence Team, you will take ownership of building and evolving a robust data platform that supports decision-making at all levels of the company. You’ll shape how we gather, analyze, and act on data in a fast-moving, high-growth industry, helping to drive smarter decisions and real-world impact. This is a role for a curious mind with both technical depth and business instinct. Someone who enjoys solving complex problems, building smart solutions, and seeing their work make a tangible difference. What You’ll Do - Transform Data into Impact: Translate strategic business questions into analytical models and data-driven projects. - Build Smart Tools: Design scalable models, algorithms, and tools using advanced analytics and machine learning to solve real business challenges. - Design Dashboards that Matter: Create and maintain powerful, user-frie","{'name': 'Data Science', 'slug': 'data-science'}",2026-04-06T11:59:58+00:00,https://remotejobs.org/remote-jobs/junior-data-and-business-intelligence-analyst-fmx-ionity-gmbh,,,,2026-05-10
RemoteJobs.org,cbddc35c-5fae-4f28-9220-d1e621449e19,Data Scientist Claim Experience Analytics,Extend,"Remote, US",Remote,Full-time,"About Extend: Extend is revolutionizing the post-purchase experience for retailers and their customers by providing merchants with AI-driven solutions that enhance customer satisfaction and drive revenue growth. Our comprehensive platform offers automated customer service handling, seamless returns/exchange management, end-to-end automated fulfillment, and product protection and shipping protection alongside Extend's best-in-class fraud detection. By integrating leading-edge technology with exceptional customer service, Extend empowers businesses to build trust and loyalty among consumers while reducing costs and increasing profits. Today, Extend works with more than 1,000 leading merchant partners across industries, including fashion/apparel, cosmetics, furniture, jewelry, consumer electronics, auto parts, sports and fitness, and much more. Extend is backed by some of the most prominent technology investors in the industry, and our headquarters is in downtown San Francisco. About the ","{'name': 'Data Science', 'slug': 'data-science'}",2026-03-31T00:00:35+00:00,https://remotejobs.org/remote-jobs/data-scientist-claim-experience-analytics-extend,,,,2026-05-10
RemoteJobs.org,df11bf4f-1ae0-4ecc-b6f3-0a26351d8b7d,Senior Staff Data Engineer,SmithRx,Remote,Remote,Full-time,"Who We Are: SmithRx is a rapidly growing, venture-backed Health-Tech company. Our mission is to disrupt the expensive and inefficient Pharmacy Benefit Management (PBM) sector by building a next-generation drug acquisition platform driven by cutting edge technology, innovative cost saving tools, and best-in-class customer service. With hundreds of thousands of members onboarded since 2016, SmithRx has a solution that is resonating with clients all across the country. We pride ourselves for our mission-driven and collaborative culture that inspires our employees to do their best work. We believe that the U.S healthcare system is in need of transformation, and we come to work each day dedicated to making that change a reality. At our core, we are guided by our company values: - Integrity: Our purpose guides our actions and gives us confidence in the path ahead. With unwavering honesty and dependability, we embrace the pressure of challenging the old and exemplify ethical leadership to cre","{'name': 'Data Science', 'slug': 'data-science'}",2026-03-28T00:00:09+00:00,https://remotejobs.org/remote-jobs/senior-staff-data-engineer-smithrx,,,,2026-05-10
RemoteJobs.org,d092b91d-92ea-4bd5-a453-b322160f5b26,Client Partner Enterprise Platform Sales,Aera Technology,"Boston, MA, USA",Remote,Full-time,"Aera Technology is a pioneer in the growing category of Decision Intelligence Platforms and a Leader in the Gartner® Magic Quadrant™ for 2026– the technology to digitize, augment, and automate decision-making processes with AI and machine learning. Through our AI decision automation platform, Aera Decision Cloud™, we are helping the best-known brands in the world make smarter, faster decisions. The need for decision intelligence has never been greater. The digitization of the economy has introduced a paradox: Companies today are awash in data, yet the velocity, volume, and complexity of that information is outpacing their ability to make decisions with the speed and precision that today’s business environment demands. Decision intelligence represents the critical shift — moving from people making decisions with machine support to machines making decisions guided by people. As the digital economy accelerates into an era defined by agentic AI, this shift has become a competitive necessit","{'name': 'Data Science', 'slug': 'data-science'}",2026-03-13T00:00:04+00:00,https://remotejobs.org/remote-jobs/client-partner-enterprise-platform-sales-aera-technology,,,,2026-05-10
RemoteJobs.org,1b56c983-1f88-4d73-91c4-219883fe9a2e,AI Senior Engineer - Vision,Able,Remote,Remote,Full-time,"Back in 2012, we were a group of engineers and designers who decided we wanted to build things—so we did. Able started as an engineering and product hub building for a portfolio of early-stage startups. We built many relationships while developing products that were thoughtful, effective, and genuinely useful. But, since then, we’ve grown… and so has our ambition. Now, we’re entering our next chapter—defined by applied AI. AI is a powerful force in the end-to-end software development cycle, and we’re creating practices that allow us to deliver software fast and more effectively than traditional approaches, creating meaningful value for our partners. Today, our builder mindset is driving us to become an AI-native organization across every function. We’re still evolving, and that’s part of the opportunity. If you want to build, learn, and tackle challenges alongside an ambitious team, let’s build together. This position is 100% remote within LatAm. What you’ll be doing We are seeking som","{'name': 'Programming', 'slug': 'programming'}",2026-05-09T00:01:46+00:00,https://remotejobs.org/remote-jobs/ai-senior-engineer-vision-able,,,,2026-05-10
RemoteJobs.org,fdafc9cf-f4a4-4730-a840-ebb3bfacb7c9,"Director, Growth Marketing",PDQ,Remote,Remote,Full-time,"About PDQ PDQ, founded in Salt Lake City, UT, USA, makes device management simple, secure, and Pretty Damn Quick through our products Deploy, Inventory, Connect, Detect, SimpleMDM and SmartDeploy. IT teams use our products to reduce complexity, improve efficiency, and enhance control in their unique environments. We are backed by TA Associates and Berkshire Partners, top-tier global private equity firms. PDQ's Core Values: Honesty, Ownership, Collaboration and Improvement Job Description: - Before you apply, please note: - - This is a remote role open to candidates residing in any of PDQ's open states (*see below for a list). The Director, Growth Marketing will lead the strategy and execution of acquisition, demand generation, and customer marketing to achieve PDQ’s pipeline and revenue goals. This is a highly cross-functional role, requiring both creative and analytical thinking in partnership with leaders across Marketing, Sales, Rev Ops, Customer Success, and Product. The Director, ","{'name': 'Programming', 'slug': 'programming'}",2026-05-09T00:01:31+00:00,https://remotejobs.org/remote-jobs/director-growth-marketing-pdq,,,,2026-05-10
RemoteJobs.org,aa3dd099-881a-4cd8-b829-099bdab39759,Patient Care Advisor - Remote,Sun River Health,Remote,Remote,Full-time,"Sun River Health provides the highest quality of comprehensive primary, preventative and behavioral health services to all who see it, regardless of insurance status and ability to pay, especially for the underserved and vulnerable. Sun River Health is a Federally Qualified, Non-Profit Health Center serving communities in Suffolk, Rockland, Orange, Dutchess, Ulster, Sullivan, Columbia and Westchester County. Sun River Health is currently seeking a full-time remote Call Center Patient Care Advisor. The Call Center Agent will assist in presenting the “Face/Voice” of Company’s services to our current and potential patient populations. He/she will coordinate scheduling medical, Mental Health and COVID related appointments for all Primary Care sites. This position is responsible for providing patient centered care and facilitating patient access to services in a pleasant, knowledgeable efficient manner, communicating with a diverse population using well-developed interpersonal skills. This ","{'name': 'Programming', 'slug': 'programming'}",2026-05-09T00:01:31+00:00,https://remotejobs.org/remote-jobs/patient-care-advisor-remote-sun-river-health,41600,48110,"USD 41,600 - 48,110.4",2026-05-10
RemoteJobs.org,4a49f569-a89b-4866-b3da-b3ff93a216a3,Software Engineer II,Precision Medicine Group,Remote,Remote,Full-time,"Position Summary: The candidate will be responsible for the configuration and delivery of client-facing applications. The candidate may assist with support for the development of process enhancements under the guidance of the Sr. Software Engineer and the Manager, Technical Operations. Responsibilities will also include day-to-day maintenance of the health care application systems in operation, including tasks related to identifying and troubleshooting application issues and issues resolution or escalation, root cause analysis, manage communication and client relationship management in partnership with Infrastructure Service Support team members. Essential functions of the job include but are not limited to: - Configure client-facing applications exactly as per requirements gathered by engagement teams and follow the Medical, Legal, Regulatory (MLR) guidelines in this process. - Update client-facing applications exactly as per requirements gathered by engagement teams and follow the Me","{'name': 'Programming', 'slug': 'programming'}",2026-05-09T00:01:20+00:00,https://remotejobs.org/remote-jobs/software-engineer-ii-precision-medicine-group,,,,2026-05-10
RemoteJobs.org,055f99fe-2eeb-4f41-8652-c855b9f6a4c1,Sr. Epic Certified Systems Analyst - ClinDoc,Inova Health,Remote,Remote,Full-time,"The Sr. Epic Certified Systems Analyst - ClinDoc implements and maintains EpicCare systems and databases to ensure optimum performance and manages complex IT projects/products to provide automated solutions that meet Inova Health System's business needs using the EpicCare solution. Requirements - Bachelor's degree - 3 years of Epic build and implementation experience - 3 years of project management techniques in hospital or healthcare environments - Epic ClinDoc certification Benefits - Committed to Team Member Health: offering medical, dental and vision coverage, and a robust team member wellness program. - Retirement: Inova matches the first 5% of eligible contributions – starting on your first day. - Tuition and Student Loan Assistance: offering up to $5,250 per year in education assistance and up to $10,000 for student loans. - Mental Health Support: offering all Inova team members, their spouses/partners, and their children 25 mental health coaching or therapy sessions, per person","{'name': 'Programming', 'slug': 'programming'}",2026-05-08T23:59:42+00:00,https://remotejobs.org/remote-jobs/sr-epic-certified-systems-analyst-clindoc-inova-health,,,,2026-05-10
RemoteJobs.org,e6756ce7-f1b6-4c24-82d7-345b03462b9b,"Director of Product, Lab",Fundraise Up,Remote,Remote,Full-time,"Highlights - Location: Georgia, Remote (core hours 9:00–18:00 CET) - Stock options - Languages: Fluent in English and Russian - Reports to VP, Product About Fundraise Up Fundraise Up is a global fundraising platform that powers tens of millions of dollars in donations every month for leading nonprofits — including UNICEF, the Alzheimer's Association, and a wide range of global NGOs. We're known for product quality, performance, and a 4.9/5 rating across top review platforms. As we scale the core, we're deliberately investing in high-risk, high-upside product bets that could define the future of digital fundraising. That's where the Lab comes in. The Lab The Lab is Fundraise Up's 0→1 track. It operates ahead of the roadmap, investigating opportunities driven by new technologies, AI, data, and infrastructure shifts — often before there's a clear buyer or demand signal. The Lab does not run scaled products. It finds, validates, and hands off the ones worth scaling. The Role This is a play","{'name': 'Programming', 'slug': 'programming'}",2026-05-08T23:58:05+00:00,https://remotejobs.org/remote-jobs/director-of-product-lab-fundraise-up,,,,2026-05-10
RemoteJobs.org,6103dbd7-bab9-47c4-9f39-4959357def46,Presale Software Planner **US Remote**,Siemens Healthineers,Remote,Remote,Full-time,"Join us in pioneering breakthroughs in healthcare. For everyone. Everywhere. Sustainably. Our inspiring and caring environment forms a global community that celebrates diversity and individuality. We encourage you to step beyond your comfort zone, offering resources and flexibility to foster your professional and personal growth, all while valuing your unique contributions. Job Description: The Pre-Sales Software Planner partners internally with Sales, Service and Project Management teams and engages with Varian's customers in a pre-sales capacity to establish customer requirements and expectations, ensure project and quote readiness, develop detailed project-specific deliverables detailing requirements, roles and responsibilities and implementation options and high-level timelines. The Role/Attributes: The Pre-Sales Solution Architect will independently partner with Sales, Service, and SW Upgrades teams to engage with customers in a pre-sales planning capacity in developing detailed S","{'name': 'Programming', 'slug': 'programming'}",2026-05-08T23:58:05+00:00,https://remotejobs.org/remote-jobs/presale-software-planner-us-remote-siemens-healthineers,89220,122672,"USD 89,220 - 122,672",2026-05-10
RemoteJobs.org,ead42ff9-13ec-43f8-8587-fd129dc240a6,VP of Hotel Technology Sales,Aquiva Labs,Remote,Remote,Full-time,"Hapi (Data Travel, LLC) is a company that specializes in data integration for hospitality companies and their technology partners. We are looking for a VP of Sales, based in the United States. This position requires a deep understanding of selling into enterprise global hotel groups, with particular focus in the United States.It is preferred that the candidate be based in the United States, ideally within the Eastern or Central time zone. The position will report directly to the SVP of Revenue and Growth. This position does not offer visa sponsorship. Applicants must be authorized to work in the United States. Key Responsibilities - Prospecting and Lead Generation : This is a hunting role that is responsible for identifying and prospecting new logo business - Sales Strategy : Develop and implement sales strategies to drive revenue growth - Cross Function Collaboration: Collaborate with other departments, such as marketing, account management and customer success to ensure a cohesive an","{'name': 'Programming', 'slug': 'programming'}",2026-05-08T23:57:15+00:00,https://remotejobs.org/remote-jobs/vp-of-hotel-technology-sales-aquiva-labs,,,,2026-05-10
RemoteJobs.org,1ad84617-60ac-4929-924a-b8432890c210,Sr. Network Engineer,Cision,Remote,Remote,Full-time,"At Cision, we believe in empowering every individual to make an impact. Here, your voice is heard, your ideas are valued, and your unique perspective fuels our collective success. As part of our global team, you'll thrive in an environment that champions curiosity, collaboration, and innovation, all while making meaningful contributions to the brands we accelerate. Join us in shaping the future of communication and building authentic connections that matter. Whether you're solving complex problems or driving bold innovations, your growth is our success, and together, we’ll create the conversations of tomorrow. Empower your impact at Cision. Be seen, be understood, be you. Job Summary: We are seeking a Sr Network Engineer to design, implement, and operate highly reliable network infrastructure across both cloud and on-premises environments. This role requires strong expertise in networking, cloud architectures, and network automation. You will work as a key technical contributor within ","{'name': 'Programming', 'slug': 'programming'}",2026-05-08T23:56:31+00:00,https://remotejobs.org/remote-jobs/sr-network-engineer-cision,,,,2026-05-10
RemoteJobs.org,bc51eb4d-9035-4108-8e37-b6e801f9e370,Head of Finance,FYST,Remote,Remote,Full-time,"## About the Role We are looking for an experienced Head of Finance with a strong understanding of Cyprus financial and tax legislation to oversee the company’s financial strategy, reporting, and operational efficiency. The ideal candidate will combine technical accounting expertise with strategic financial leadership, supporting both day-to-day operations and long-term business planning, and will be managing Finance, Treasury, Reconciliation, and Analytics Depts. WHAT YOU'LL BE WORKING ON- Lead the consolidation of financial statements (P&L, Balance Sheet, Cash Flow) across all entities within the holding structure. - Manage financial and management accounting, ensuring accuracy and compliance with Cypriot and international standards (IFRS). - Manage and coordinate the annual audit process with external auditors in Cyprus. - Drive the implementation and transition to a new accounting/reporting system, including automation and optimization of financial processes. - Manage tax planning ","{'name': 'Programming', 'slug': 'programming'}",2026-05-08T23:56:10+00:00,https://remotejobs.org/remote-jobs/head-of-finance-fyst,,,,2026-05-10
